time,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,employment,job_title,edu_level,improve_yourself_how,attempt_suicide
5/18/2016 1:20:46,Male,Straight,19,$0 ,White non-Hispanic,Underweight,Yes,No,No,0,Yes,No,I don't want help,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None,No
5/18/2016 1:21:32,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,2,Yes,No,I don't want help,Employed for wages,Software developer ,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym,No
5/18/2016 1:21:57,Male,Straight,21,"$75,000 to $99,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1,No,Yes,I don't want help,Self-employed, Ceo,Trade/technical/vocational training,None,No
5/18/2016 1:24:26,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Factory Worker,"Some college, no degree",None,No
5/18/2016 1:24:33,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,5,Yes,Yes,Set me up with a date,A student,None,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy",No
5/18/2016 1:33:14,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Obese,Yes,No,No,3,Yes,Yes,I don't want help,Out of work and looking for work,none,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups",Yes
5/18/2016 1:35:21,Male,Straight,21,$0 ,White non-Hispanic,Underweight,Yes,Yes,No,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,Not employed,"High school graduate, diploma or the equivalent (for example: GED)",None,No
5/18/2016 1:35:25,Male,Bisexual,17,$0 ,White non-Hispanic,Underweight,Yes,No,No,2,No,Yes,Im on my own,A student,Popo,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups",No
5/18/2016 1:42:06,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,date coaching,Employed for wages,supervisor,Bachelors degree,None,No
5/18/2016 1:49:54,Male,Bisexual,20,$0 ,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3,No,Yes,I don't want help,Out of work but not currently looking for work,n/a,"Some college, no degree",None,No
5/18/2016 1:52:46,Male,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,No,date coaching,A student,Cashier,"Some college, no degree",join clubs/socual clubs/meet ups,No
5/18/2016 1:54:43,Male,Straight,70,"$174,999 to $199,999",White non-Hispanic,Obese,No,No,No,5,No,Yes,I don't want help,Retired,super pooper,Doctorate degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 1:55:09,Male,Straight,28,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,No,"Set me up with a date, date coaching",Employed for wages,Truck driver,Trade/technical/vocational training,Therapy,No
5/18/2016 1:55:46,Male,Straight,30,"$50,000 to $74,999",Mixed race,Underweight,No,No,No,12,Yes,Yes,Set me up with a date,Out of work but not currently looking for work,,"Some college, no degree","Therapy, Other exercise",No
5/18/2016 1:55:52,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,No,I don't want help,Employed for wages,user-carer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise",Yes
5/18/2016 1:56:41,Male,Straight,26,"$150,000 to $174,999",White non-Hispanic,Normal weight,No,No,No,20,Yes,No,"wingman/wingwoman, Set me up with a date",Employed for wages,Lawyer,Professional degree,Other exercise,No
5/18/2016 1:58:47,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,6,No,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Cook,"Some college, no degree","Joined a gym/go to the gym, Other exercise",No
5/18/2016 2:06:32,Male,Straight,34,"$10,000 to $19,999",Asian,Normal weight,No,No,No,5,No,Yes,help getting a better job,Employed for wages,retail worker,Professional degree,"Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 2:12:29,Male,Straight,22,$0 ,Hispanic (of any race),Underweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want help,A student,U serious?,"Some college, no degree",Other exercise,No
5/18/2016 2:13:08,Male,Straight,29,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,I don't want help,Employed for wages,Senior software developer,Bachelors degree,None,No
5/18/2016 2:16:27,Male,Straight,29,"$30,000 to $39,999",Pakistani,Overweight,Yes,No,Yes but I haven't,18,No,No,"wingman/wingwoman, date coaching",Employed for wages,IT Engineer,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups,No
5/18/2016 2:24:07,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,No,No,I don't want help,A student,Student,Bachelors degree,"Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 2:27:11,Male,Straight,30,"$200,000 or more",White non-Hispanic,Overweight,Yes,No,No,1,Yes,No,I don't want help,Employed for wages,software engineer,Doctorate degree,Other exercise,No
5/18/2016 2:28:29,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Engineer,"Some college, no degree",Other exercise,No
5/18/2016 2:28:37,Male,Straight,28,"$50,000 to $74,999",White non-Hispanic,Underweight,Yes,Yes,No,2,Yes,No,Set me up with a date,Employed for wages,Software eng.,Bachelors degree,None,No
5/18/2016 2:35:32,Female,Bisexual,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,Yes,I don't want help,A student,Student ,"Some high school, no diploma",Therapy,No
5/18/2016 2:38:51,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,No,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,student,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups",Yes
5/18/2016 2:40:05,Female,Straight,25,"$40,000 to $49,999",Asian,Underweight,No,No,No,17,No,No,I'm not fa lol,Employed for wages,Admin,Bachelors degree,Nope not Fa,No
5/18/2016 2:42:02,Female,Bisexual,21,$0 ,Hispanic (of any race),Normal weight,No,No,No,10,Yes,Yes,I don't want help,A student,Student,"Some college, no degree","Therapy, Other exercise",Yes
5/18/2016 2:51:15,Male,Straight,35,"$75,000 to $99,999",White non-Hispanic,Overweight,No,Yes,Yes and I have,3,Yes,Yes,I don't want help,Employed for wages,Senior Developer,Bachelors degree,"Joined a gym/go to the gym, Other exercise",No
5/18/2016 2:53:44,Female,Straight,21,$0 ,Asian,Normal weight,Yes,No,No,5,Yes,No,I don't want help,A student,College student/research intern ,Bachelors degree,"Other exercise, Hobbies - music, languages, calligraphy",No
5/18/2016 2:58:31,Male,Straight,24,$0 ,Black,Normal weight,Yes,No,Yes and I have,5,Yes,Yes,I don't want help,A student,student,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups",No
5/18/2016 3:04:00,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym,No
5/18/2016 3:06:09,Female,Bisexual,12,"$174,999 to $199,999",helicopterkin,Obese,No,Yes,No,15,No,No,"I don't want help, more one night stands",Out of work but not currently looking for work,Sugar baby,"Some high school, no diploma",just b confident,No
5/18/2016 3:06:44,Female,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,I don't want help,A student,assistant caretaker,Bachelors degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 3:26:59,Male,Straight,29,"$125,000 to $149,999",Black,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,not sure what would help,Self-employed,Engineer,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",Yes
5/18/2016 3:28:33,Male,Straight,24,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,Yes and I have,20,Yes,No,"wingman/wingwoman, Set me up with a date",Self-employed,Coo,Bachelors degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups",No
5/18/2016 3:28:56,Male,Straight,30,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,1,Yes,Yes,I don't want help,Employed for wages,Researcher,Doctorate degree,"Joined a gym/go to the gym, Therapy",No
5/18/2016 3:36:07,Male,Straight,21,$0 ,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,A student,Application Developer,"Some college, no degree",None,No
5/18/2016 3:43:25,Male,Straight,18,$0 ,Asian,Underweight,Yes,No,Yes but I haven't,3,Yes,Yes,I don't want help,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None,Yes
5/18/2016 3:46:31,Male,Straight,22,$0 ,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,Unable to work,None ,Associate degree,Therapy,No
5/18/2016 3:47:09,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,3,Yes,No,wingman/wingwoman,Employed for wages,Courier,"Some college, no degree",Joined a gym/go to the gym,No
5/18/2016 3:49:14,Male,Straight,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Accounts Receivable,Associate degree,"Joined a gym/go to the gym, Other exercise",No
5/18/2016 3:51:31,Male,Straight,20,$0 ,Hispanic (of any race),Overweight,Yes,No,No,1,Yes,Yes,"Set me up with a date, date coaching",A student,None ,"Some college, no degree","Therapy, Other exercise, Develop hobbies",Yes
5/18/2016 4:02:09,Male,Straight,17,$0 ,Hispanic (of any race),Normal weight,Yes,Yes,No,6,No,No,I don't want help,A student,student,"Some high school, no diploma",None,No
5/18/2016 4:05:46,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,1,Yes,No,Set me up with a date,Employed for wages,Zivildiener (austrian stuff),"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 4:16:01,Male,Straight,28,"$75,000 to $99,999",Middle Eastern,Normal weight,Yes,Yes,No,10,No,No,I don't want help,Employed for wages,Software Engineer,Bachelors degree,"Joined a gym/go to the gym, Other exercise",No
5/18/2016 4:23:37,Male,Straight,36,"$50,000 to $74,999",Asian,Normal weight,No,No,Yes and I have,80,No,Yes,Set me up with a date,Employed for wages,ggg,Bachelors degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 4:34:17,Female,Straight,26,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,No,2,Yes,Yes,date coaching,Employed for wages,RN,Bachelors degree,"Joined a gym/go to the gym, Other exercise",No
5/18/2016 4:37:40,Male,Straight,28,$0 ,White non-Hispanic,Overweight,Yes,Yes,No,0,Yes,Yes,"date coaching, social skills training",Out of work but not currently looking for work,n/a,"Some college, no degree","Joined a gym/go to the gym, Therapy",No
5/18/2016 4:37:52,Male,Straight,21,"$75,000 to $99,999",Asian,Normal weight,Yes,No,No,1,No,Yes,I don't want help,Employed for wages,Auditor,Masters degree,Joined a gym/go to the gym,No
5/18/2016 4:48:24,Male,Straight,21,$0 ,Asian,Normal weight,Yes,Yes,No,5,Yes,No,Set me up with a date,A student,Student,Bachelors degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 4:57:53,Male,Straight,23,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,1,Yes,Yes,I don't want help,A student,student,Bachelors degree,Other exercise,No
5/18/2016 4:59:02,Male,Straight,23,$0 ,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,,Associate degree,None,No
5/18/2016 5:00:58,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,10,Yes,Yes,I don't want help,A student,Freelance writer,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 5:06:51,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Employed for wages,Clerk,"Some high school, no diploma","Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 5:11:10,Male,Straight,31,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,Self-employed,self employed,"Some high school, no diploma",Other exercise,No
5/18/2016 5:11:50,Male,Straight,19,"$1 to $10,000",Asian,Normal weight,Yes,Yes,No,1,Yes,Yes,wingman/wingwoman,A student,-,"High school graduate, diploma or the equivalent (for example: GED)",None,No
5/18/2016 5:15:37,Female,Gay/Lesbian,15,$0 ,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,No,I don't want help,A student,student,"Some high school, no diploma",None,No
5/18/2016 5:28:33,Male,Straight,26,"$1 to $10,000",Turkish,Overweight,Yes,Yes,No,3,Yes,Yes,"There is no way that they can help. They only give useless advice like ""just be more confident"".",Employed for wages,Operations Manager (i.e. I do what my father tells me to do in our family company).,Masters degree,"Joined a gym/go to the gym, Therapy, Joined a German language learning course.",No
5/18/2016 5:29:14,Male,Straight,28,"$50,000 to $74,999",Asian,Overweight,Yes,No,No,10,Yes,Yes,I don't want help,Employed for wages,Mechanical engineer,Masters degree,Other exercise,No
5/18/2016 5:41:19,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,No,10,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Third Manager,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise",No
5/18/2016 5:42:39,Male,Gay/Lesbian,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,No,0,No,Yes,I don't want help,Employed for wages,Flight Attendant,Associate degree,None,Yes
5/18/2016 5:45:48,Male,Straight,27,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,Yes and I have,15,No,No,I don't want help,Self-employed,Interpreter,Masters degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 5:47:41,Male,Straight,26,$0 ,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,Bachelors degree,Other exercise,No
5/18/2016 5:49:21,Male,Straight,35,"$30,000 to $39,999",Asian,Normal weight,Yes,Yes,No,2,Yes,Yes,I don't want help,Employed for wages,engineer,"Some college, no degree",None,No
5/18/2016 5:49:42,Male,Straight,31,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,3,No,No,Set me up with a date,Self-employed,none,"Some college, no degree",None,No
5/18/2016 5:50:59,Male,Straight,57,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,0,No,No,I don't want help,Employed for wages,vehicle prep,Trade/technical/vocational training,None,No
5/18/2016 5:52:27,Male,Straight,25,$0 ,Hispanic (of any race),Normal weight,No,No,Yes and I have,0,Yes,Yes,I don't want help,Out of work and looking for work,dunno,Bachelors degree,"Joined a gym/go to the gym, Therapy",Yes
5/18/2016 6:03:51,Male,Straight,25,$0 ,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,Unable to work,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, None",No
5/18/2016 6:21:19,Male,Gay/Lesbian,25,$0 ,White non-Hispanic,Overweight,Yes,No,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Unemployed ,"High school graduate, diploma or the equivalent (for example: GED)",Therapy,No
5/18/2016 6:23:18,Female,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,0,Yes,Yes,I don't want help,A student,Student,"Some college, no degree",Therapy,Yes
5/18/2016 6:38:46,Female,Straight,23,$0 ,Asian,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,Out of work but not currently looking for work,N/a,Bachelors degree,Other exercise,No
5/18/2016 6:40:35,Female,Straight,21,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,No,16,No,No,I don't want help,Self-employed,Accountant,Associate degree,None,No
5/18/2016 6:41:08,Male,Straight,33,$0 ,White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Out of work and looking for work,Unemployed,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise,Yes
5/18/2016 6:53:02,Male,Straight,18,"$50,000 to $74,999",Asian,Normal weight,Yes,No,No,5,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Employed for wages,Intern,"Some college, no degree",Joined a gym/go to the gym,No
5/18/2016 6:55:07,Male,Straight,27,$0 ,White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,I don't want help,A student,*,Bachelors degree,None,No
5/18/2016 7:02:48,Male,Straight,21,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",None,No
5/18/2016 7:04:09,Male,Straight,20,$0 ,White non-Hispanic,Normal weight,No,No,Yes and I have,0,No,No,I don't want help,A student,None,"High school graduate, diploma or the equivalent (for example: GED)",None,No
5/18/2016 7:10:02,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0,No,No,"wingman/wingwoman, Set me up with a date",A student,student,Bachelors degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups",No
5/18/2016 7:12:21,Male,Straight,29,"$40,000 to $49,999",Asian,Obese,Yes,No,Yes but I haven't,0,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Self-employed, Therapy,Bachelors degree,None,No
5/18/2016 7:13:43,Male,Straight,23,"$1 to $10,000",Asian,Normal weight,Yes,Yes,Yes but I haven't,2,Yes,Yes,I don't want help,Out of work and looking for work,Your survey question design is bad and you should feel bad.,Bachelors degree,None,No
5/18/2016 7:19:47,Female,Straight,26,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work but not currently looking for work,useless,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, join clubs/socual clubs/meet ups, medication",Yes
5/18/2016 7:27:20,Male,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,date coaching,Out of work and looking for work,.,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups",No
5/18/2016 7:28:01,Male,Straight,23,$0 ,Indian,Underweight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,Student,Bachelors degree,None,No
5/18/2016 7:41:18,Male,Straight,27,$0 ,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want any help. I can't even talk about it.,Out of work but not currently looking for work,Philosopher,"Some high school, no diploma",Other exercise,Yes
5/18/2016 7:41:18,Male,Straight,24,$0 ,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,A student,What?,"High school graduate, diploma or the equivalent (for example: GED)",Trying to accept my fate.,Yes
5/18/2016 7:46:46,Male,Straight,28,$0 ,White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Out of work and looking for work,loser,Masters degree,Other exercise,No
5/18/2016 7:46:57,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,10,No,Yes,I don't want help,Employed for wages,Software Engineer,Trade/technical/vocational training,Other exercise,Yes
5/18/2016 7:54:01,Male,Straight,24,"$1 to $10,000",Black,Underweight,No,No,Yes but I haven't,4,Yes,Yes,I don't want help,A student,Student,Bachelors degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 7:55:10,Male,Straight,25,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,30,No,No,I don't want help,Employed for wages,Financial Analyst,Bachelors degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups",No
5/18/2016 8:08:44,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,No,wingman/wingwoman,A student,Student ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups",No
5/18/2016 8:10:41,Male,Straight,27,$0 ,White non-Hispanic,Underweight,No,No,No,13,No,Yes,I don't want help,Out of work and looking for work,currently unemployed,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise",No
5/18/2016 8:14:39,Female,Gay/Lesbian,35,"$1 to $10,000",Black,Obese,No,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Out of work but not currently looking for work,Nothing,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups",No
5/18/2016 8:14:52,Male,Straight,19,$0 ,White non-Hispanic,Normal weight,Yes,No,No,6,Yes,No,"wingman/wingwoman, date coaching",A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise",No
5/18/2016 8:17:01,Female,Bisexual,21,"$1 to $10,000",White non-Hispanic,Normal weight,No,Yes,No,7,Yes,Yes,I don't want help,Out of work and looking for work,Lifeguard,Bachelors degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups",Yes
5/18/2016 8:18:08,Female,Straight,30,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,No,Yes,I don't want help,Employed for wages,lackey,Bachelors degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 8:22:09,Male,Straight,18,"$30,000 to $39,999",Native american,Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,Friends,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym,Yes
5/18/2016 8:24:22,Female,Bisexual,27,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,Yes,No,10,Yes,No,I don't want help,Employed for wages,teacher,Bachelors degree,"Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 8:27:23,Male,Straight,35,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4,Yes,Yes,date coaching,Self-employed,online seller,"Some college, no degree",Joined a gym/go to the gym,No
5/18/2016 8:34:48,Male,Straight,28,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,15,No,No,date coaching,A student,student,Bachelors degree,"Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 8:41:25,Female,Straight,28,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,No,20,No,No,wingman/wingwoman,Self-employed,Musician,Masters degree,Joined a gym/go to the gym,No
5/18/2016 8:42:53,Male,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",A student,Student,"Some high school, no diploma",None,No
5/18/2016 8:46:21,Female,Straight,29,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Employed for wages,Designer,Associate degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups",Yes
5/18/2016 8:49:24,Male,Straight,29,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,7,Yes,No,"wingman/wingwoman, Set me up with a date",Employed for wages,Production Editor,Bachelors degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",Yes
5/18/2016 8:50:29,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,Employed for wages,Job,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 8:52:16,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,1,Yes,Yes,Set me up with a date,Out of work but not currently looking for work,none,"Some college, no degree",Therapy,No
5/18/2016 8:56:57,Male,Straight,20,"$1 to $10,000",Black,Normal weight,Yes,No,No,10,Yes,Yes,date coaching,A student,Bio major,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 8:57:05,Male,Straight,23,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,I don't want help,Employed for wages,System Analyst Associate ,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy",No
5/18/2016 9:08:40,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,I don't want help,A student,Student,Bachelors degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",Yes
5/18/2016 9:19:05,Male,Straight,17,$0 ,White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,10,No,No,"wingman/wingwoman, Set me up with a date, date coaching",A student,student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 9:27:05,Male,Straight,19,$0 ,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,Unable to work,Unemployed,"Some high school, no diploma","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups",No
5/18/2016 9:27:15,Male,Straight,24,$0 ,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,No,Yes,"wingman/wingwoman, Set me up with a date",A student,Student,Bachelors degree,None,No
5/18/2016 9:29:39,Male,Straight,31,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",Employed for wages,Delivery manager,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups",No
5/18/2016 9:31:41,Male,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,Yes,Yes but I haven't,8,No,Yes,I don't want help,Self-employed,-,Bachelors degree,Joined a gym/go to the gym,No
5/18/2016 9:37:14,Male,Straight,24,"$10,000 to $19,999",Asian,Overweight,No,No,Yes and I have,3,Yes,Yes,I don't want help,Employed for wages,Clerk,Bachelors degree,Joined a gym/go to the gym,No
5/18/2016 9:39:15,Male,Straight,31,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,No,2,Yes,Yes,I don't want help,Employed for wages,S,"Some college, no degree",None,No
5/18/2016 9:42:24,Male,Straight,22,"$20,000 to $29,999",Asian,Normal weight,Yes,Yes,Yes and I have,3,Yes,No,I don't want help,A student,Masters,Bachelors degree,"Joined a gym/go to the gym, Other exercise",No
5/18/2016 9:53:09,Male,Straight,20,$0 ,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy",No
5/18/2016 9:54:14,Female,Straight,27,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,1,Yes,Yes,coping with being beyond help,A student,-,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, diets, change of wardrobe, medication, diet pills ",Yes
